"","Taxon","site_code","mean.before.control.0","mean.before.drought.0","mean.after.control.0","mean.after.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"177","CHLOROGALUM POMERIDIANUM","scruzh.us",0,1.4084507,0,2.4691358,1.0606851,0,1.0606851,28.9,NA,NA,12.962,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"178","CHONDROSUM ERIOPODUM","sevblue.us",2.975,20,1.65,4.808333333,-15.19166667,-1.325,-13.86666667,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"179","CHONDROSUM ERIOPODUM","sevmixed.us",12.69285714,19.17857143,11.41428571,7.342857143,-11.83571429,-1.278571429,-10.55714286,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"180","CHONDROSUM ERIOPODUM","sevblack.us",19.40714286,22.14285714,18.09285714,7.428571429,-14.71428571,-1.314285714,-13.4,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"181","CHONDROSUM ERIOPODUM","jrnchi.us",14.49760331,15.41230289,4.50248912,0.781912217,-14.63039067,-9.99511419,-4.635276483,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"182","CHONDROSUM ERIOPODUM","jorndrt.us",39.33333333,29.66666667,31.66666667,27.33333333,-2.333333333,-7.666666667,5.333333333,14.8969364,0.6096,NA,18.54844313,NA,NA,NA,0.03,"GRAMINOID","PERENNIAL","GRASS"
"183","CHONDROSUM GRACILE","sevmixed.us",7.833333333,6.8,4.975,1.65,-5.15,-2.858333333,-2.291666667,15.9806955,0.202828111,NA,15.34680195,NA,NA,NA,0.036,"GRAMINOID","PERENNIAL","GRASS"
"184","CHONDROSUM GRACILE","sevblue.us",20.80714286,16.71428571,14.34428571,9.428571429,-7.285714286,-6.462857143,-0.822857143,15.9806955,0.202828111,NA,15.34680195,NA,NA,NA,0.036,"GRAMINOID","PERENNIAL","GRASS"
"185","CHRYSOCEPHALUM APICULATUM","jilpanger.au",10,1,10,10,9,0,9,27.1,0.4,NA,16.64122201,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"186","CIRSIUM ARVENSE","kernnu.ca",1.5,2.666666667,2.666666667,0.75,-1.916666667,1.166666667,-3.083333333,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"187","CIRSIUM ARVENSE","baddrt.de",10.5,12.6,3.277777778,3.3,-9.3,-7.222222222,-2.077777778,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"188","CIRSIUM ARVENSE","brookdale.ca",17.66666667,17.5,1.9,2.133333333,-15.36666667,-15.76666667,0.399999999,29.75611991,0.84284049,15.2,16.60803212,1.853333,NA,64,0.71,"FORB","PERENNIAL","FORB"
"192","COMANDRA UMBELLATA","cedarsav.us",1.6,2,9.666666667,6.666666667,4.666666667,8.066666667,-3.4,21.0594,0.2205,NA,18.08533756,NA,0.334821433,31.36179282,0.321385714,"FORB","PERENNIAL","FORB"
"193","COMANDRA UMBELLATA","matador.ca",1.5,2.5,5.25,3.5,1,3.75,-2.75,21.0594,0.2205,NA,18.08533756,NA,0.334821433,31.36179282,0.321385714,"FORB","PERENNIAL","FORB"
"194","COMMELINA CYANEA","yarradrt.au",2.17,0,2,2,2,-0.17,2.17,30.634,0.1,NA,34.85,NA,0.12642,NA,0.05284,"FORB","PERENNIAL","FORB"
"195","CONVOLVULUS ARVENSIS","scruzm.us",0,1.9047619,0,1.0989011,-0.8058608,0,-0.8058608,27.77,0.048,12.29,17.215475,2.24,NA,31.40813333,NA,"FORB","PERENNIAL","FORB"
"196","COREOPSIS PALMATA","cedarsav.us",11,6,27.5,6.666666667,0.666666667,16.5,-15.83333333,12.06502778,0.614,18.5591,18.06209157,NA,0.1,82.33333333,0.33,"FORB","PERENNIAL","FORB"
"197","COREOPSIS PALMATA","cedartrait.us",17.25,9,25,13,4,7.75,-3.75,12.06502778,0.614,18.5591,18.06209157,NA,0.1,82.33333333,0.33,"FORB","PERENNIAL","FORB"
"199","CRASPEDIA AURANTIA","falls.au",2,0,4,0,0,2,-2,NA,0.6,NA,23.731463,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"200","CREPIS BIENNIS","allmendb.ch",0.25,0.5,1.75,0.5,0,1.5,-1.5,18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286,"FORB","PERENNIAL","FORB"
"201","CREPIS BIENNIS","baddrt.de",40.7,52,4.857142857,6.5,-45.5,-35.84285714,-9.657142857,18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286,"FORB","PERENNIAL","FORB"
"203","CREPIS FOETIDA","kiskun.hu",0.602,0.9,0.01,0,-0.9,-0.592,-0.308,17.2,0.27525,14.175,20.14985816,NA,0.072,296.13,0.280689138,"FORB","PERENNIAL","FORB"
"204","CYMBOPOGON CAESIUS","ukulingadrt.za",9,12,8.166666667,6.5,-5.5,-0.833333333,-4.666666667,13.857227,0.838,NA,17.88,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"205","CYNODON DACTYLON","yarradrt.au",62.625,55.925,51.25,47.5,-8.425,-11.375,2.95,16.887,0.235788519,NA,16.61,0.3556,0.51,26.34,0.071,"GRAMINOID","PERENNIAL","GRASS"
"206","CYNODON DACTYLON","sclaudio.ar",0,1,2.333333333,1,0,2.333333333,-2.333333333,16.887,0.235788519,NA,16.61,0.3556,0.51,26.34,0.071,"GRAMINOID","PERENNIAL","GRASS"
"207","CYNOSURUS CRISTATUS","rhijn.nl",3.666666667,3,5,0,-3,1.333333333,-4.333333333,18.7,0.588,8.98,25.76472222,0.22,NA,331.2666667,NA,"GRASS","PERENNIAL","GRASS"
"208","CYTISUS SCOPARIUS","cowidrt.ca",5.5,5.666666667,3,0,-5.666666667,-2.5,-3.166666667,31.01944444,1.7959,NA,22.29605641,0.4064,NA,NA,0.314,"SHRUB","PERENNIAL","LEGUME"
"209","DACTYLIS GLOMERATA","cowidrt.ca",13.8,6.2,6.75,4.25,-1.95,-7.05,5.1,25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143,"GRASS","PERENNIAL","GRASS"
"210","DACTYLIS GLOMERATA","rhijn.nl",7,7,15.83333333,20,13,8.833333333,4.166666667,25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143,"GRASS","PERENNIAL","GRASS"
"211","DACTYLIS GLOMERATA","elvadrt.ee",16.66666667,15,11.66666667,11.66666667,-3.333333333,-5,1.666666667,25.72069341,0.671309259,10.15714286,26.04843708,0.3048,0.138583824,304.2076965,0.142857143,"GRASS","PERENNIAL","GRASS"
"212","DACTYLORHIZA MACULATA","lygraint.no",2,1,1,0,-1,-1,0,22.6,0.6,NA,24.23285714,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"213","DALEA VILLOSA","cedartrait.us",10.33333333,5.75,3.166666667,3,-2.75,-7.166666667,4.416666667,25.11550703,0.514,11.2,9.669407895,1.524,NA,40,NA,"FORB","PERENNIAL","LEGUME"
"214","DANTHONIA CALIFORNICA","oreaa.us",0,12.5,0,8.166666667,-4.333333333,0,-4.333333333,21.1,0.6096,NA,46.56,0.4064,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"215","DANTHONIA CALIFORNICA","scruzh.us",29.33366554,34.76109185,0,15.1898734,-19.57121845,-29.33366554,9.76244709,21.1,0.6096,NA,46.56,0.4064,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"217","DESCHAMPSIA CESPITOSA","paike.ar",1,1,1,1,0,0,0,19.38145224,0.623466667,9.504294333,15.38069921,1.23,0.170736151,364.9892355,0.206048414,"GRASS","PERENNIAL","GRASS"
"218","DESCHAMPSIA FLEXUOSA","hyide.de",0,1,1,1,0,1,-1,21.14852266,0.40801415,6.90123,17.19285365,0.2032,0.386033,196.6766667,0.27,"GRASS","PERENNIAL","GRASS"
"219","DESCHAMPSIA FLEXUOSA","lygraint.no",4,3.5,0,1,-2.5,-4,1.5,21.14852266,0.40801415,6.90123,17.19285365,0.2032,0.386033,196.6766667,0.27,"GRASS","PERENNIAL","GRASS"
"220","DESCHAMPSIA FLEXUOSA","hoide.de",3.5,3.5,8.666666667,3.666666667,0.166666667,5.166666667,-5,21.14852266,0.40801415,6.90123,17.19285365,0.2032,0.386033,196.6766667,0.27,"GRASS","PERENNIAL","GRASS"
"221","DESMODIUM ILLINOENSE","purdue.us",10.57142857,17,13,19.75,2.75,2.428571429,0.321428571,28.39,0.32,NA,11.96,NA,0.26,NA,0.2997,"LEGUME","PERENNIAL","LEGUME"
"222","DIANTHUS SEROTINUS","kiskun.hu",1.5,3.25,8,3.5,0.25,6.5,-6.25,NA,NA,NA,8.61,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"223","DICHANTHELIUM OLIGOSANTHES","cdpt_drt.us",1.25,2,3,0.5,-1.5,1.75,-3.25,12.8,0.2083,4.73,23.2764706,NA,NA,7.466,0.36,"GRASS","PERENNIAL","GRASS"
"224","DICHELACHNE CRINITA","yarradrt.au",0.1,0,1,1,1,0.9,0.1,NA,1.25,NA,13.22276,NA,NA,NA,0.51,"GRASS","PERENNIAL","GRASS"
"225","DIGITARIA CALIFORNICA","cerrillos.ar",0.63,0,0.63,0,0,0,0,12.9905373,1.2192,NA,20.9,0.254,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"226","DIHETEROPOGON AMPLECTENS","ukulingadrt.za",8,10.66666667,3,5,-5.666666667,-5,-0.666666667,7.1951461,NA,NA,15.69,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"228","DROSERA ABERRANS","jilpanger.au",1.625,0.5,0.5,0,-0.5,-1.125,0.625,NA,0.03,NA,10.411994,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"229","ECHIUM VULGARE","allmendb.ch",0,1.75,0.25,0.375,-1.375,0.25,-1.625,23.6,0.716666667,NA,14.45,NA,NA,NA,0.385,"FORB","PERENNIAL","FORB"
"230","EHRHARTA STIPOIDES","yarradrt.au",8.47,35.45,10.75,61.25,25.8,2.28,23.52,25.541,NA,NA,21.72,NA,0.72,NA,0.043,"GRASS","PERENNIAL","GRASS"
"231","ELYMUS ELYMOIDES","octc.us",1.1684448,0.970887933,0.818374925,0.5475702,-0.423317733,-0.350069875,-0.073247858,13.572,0.4235,10.19,13.868725,0.3048,0.387230769,48.4183,0.62,"GRASS","PERENNIAL","GRASS"
"232","ELYMUS ELYMOIDES","oreac.us",17,2.875,7,5.833333333,2.958333333,-10,12.95833333,13.572,0.4235,10.19,13.868725,0.3048,0.387230769,48.4183,0.62,"GRASS","PERENNIAL","GRASS"
"233","ELYMUS ELYMOIDES","oreaa.us",3,6.9,3.75,7.7,0.8,0.75,0.05,13.572,0.4235,10.19,13.868725,0.3048,0.387230769,48.4183,0.62,"GRASS","PERENNIAL","GRASS"
"234","ELYMUS GLAUCUS","cowidrt.ca",2,3.666666667,0,6,2.333333333,-2,4.333333333,20.02,1.00584,10.4,14.9305,0.3048,0.49,34.8825,NA,"GRASS","PERENNIAL","GRASS"
"235","ELYMUS SPICATUS","cmss.us",27.5,5,12.5,10,5,-15,20,14.64,0.8382,NA,17.38104639,0.254,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"236","ELYMUS TRACHYCAULUS","kernb.ca",0.5,3,0.5,7,4,0,4,13.85333333,0.466,8.22,11.45053,1.07,NA,62.476,NA,"GRAMINOID","PERENNIAL","GRASS"
"237","ELYMUS TRACHYCAULUS","kernnu.ca",0.833333333,3,3.25,1.833333333,-1.166666667,2.416666667,-3.583333333,13.85333333,0.466,8.22,11.45053,1.07,NA,62.476,NA,"GRAMINOID","PERENNIAL","GRASS"
"238","ENNEAPOGON POLYPHYLLUS","credoj.au",10.25,0.75,5.25,0,-0.75,-5,4.25,10.55,0.325,3.7,7.035333333,NA,0.44,NA,0.6,"GRASS","PERENNIAL","GRASS"
"239","ENNEAPOGON POLYPHYLLUS","credom.au",1.125,0.75,0.666666667,1,0.25,-0.458333333,0.708333333,10.55,0.325,3.7,7.035333333,NA,0.44,NA,0.6,"GRASS","PERENNIAL","GRASS"
"240","EPILOBIUM ANGUSTIFOLIUM","baddrt.de",0,5,0,1.05,-3.95,0,-3.95,26.69696541,1.0483,NA,19.77553761,0.627,NA,261.095,NA,"FORB","PERENNIAL","FORB"
"243","EPILOBIUM TETRAGONUM","baddrt.de",5.7,7,0.812,0.8,-6.2,-4.888,-1.312,29.10047423,0.720833333,NA,15.9,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"244","EQUISETUM ARVENSE","teshio.jp",1,4,4,5.5,1.5,3,-1.5,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,89.07333333,NA,"FORB","PERENNIAL","FORB"
"245","EQUISETUM ARVENSE","elvadrt.ee",2,1.666666667,1,1.333333333,-0.333333333,-1,0.666666667,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,89.07333333,NA,"FORB","PERENNIAL","FORB"
"246","ERAGROSTIS CURVULA","yarradrt.au",10.25,0,8.5,0,0,-1.75,1.75,15.862,0.9144,5.6,10.92,0.3556,0.674737064,NA,0.071,"GRASS","PERENNIAL","GRASS"
"249","ERAGROSTIS SETIFOLIA","quilpie.au",1.5,2.666666667,2,2,-0.666666667,0.5,-1.166666667,NA,0.38,NA,7.946703097,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"253","ERIOPHORUM ANGUSTIFOLIUM","lygraold.no",0,1,1,1,0,1,-1,20.00955403,0.392104,5.5,13.32708698,0.2895,0.11,37.5,0.7875,"GRAMINOID","PERENNIAL","GRAMINOID"
"254","ERIOPHORUM VAGINATUM","lygraold.no",2.333333333,4,0,12,8,-2.333333333,10.33333333,18.34176544,0.441666667,7.2,10.24422818,0.4,0.0933333,148.81,0.756666667,"GRAMINOID","PERENNIAL","GRAMINOID"
"260","ESCHSCHOLZIA CALIFORNICA","scruzm.us",2.27999152,2.15223665,7.29629878,4.350330267,2.198093617,5.01630726,-2.818213643,30.69230769,0.405253333,NA,27.92808564,0.254,0.015053333,527.2,0.24385,"FORB","PERENNIAL","FORB"
"261","EUPHORBIA ALBOMARGINATA","gmmolar.us",0,0.5,0,0.5,0,0,0,NA,0.05,NA,12.64955294,0.83,NA,12.13448,0.09,"FORB","PERENNIAL","FORB"
"262","EUPHORBIA CYPARISSIAS","allmendb.ch",0,3.25,0.25,2,-1.25,0.25,-1.5,29,0.2375,8.96,23.6,0.89,0.411,6.34,0.699,"FORB","PERENNIAL","FORB"
"263","EUPHORBIA CYPARISSIAS","allmendo.ch",2.25,0.25,2.25,1.75,1.5,0,1.5,29,0.2375,8.96,23.6,0.89,0.411,6.34,0.699,"FORB","PERENNIAL","FORB"
"264","EUPHORBIA DRUMMONDII","credoj.au",0.5,0,0,0.5,0.5,-0.5,1,NA,0.1276,NA,12.13032804,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"265","EUPHORBIA DRUMMONDII","credom.au",0,0.5,0.5,0.5,0,0.5,-0.5,NA,0.1276,NA,12.13032804,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"266","EUPHORBIA SEGUIERIANA","kiskun.hu",5,3.102,1.2,3,-0.102,-3.8,3.698,NA,0.425,NA,18.4,1.6675,NA,NA,NA,"FORB","PERENNIAL","FORB"
"268","EUTHAMIA GRAMINIFOLIA","cedarsav.us",5.5,8,4.333333333,4,-4,-1.166666667,-2.833333333,19.4891582,0.798,NA,12.04198841,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"269","EUTHAMIA GRAMINIFOLIA","purdue.us",6.375,3.333333333,13,25,21.66666667,6.625,15.04166667,19.4891582,0.798,NA,12.04198841,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"270","FESTUCA ARUNDINACEA","marcdrt.ar",46.66666667,29,60,71.25,42.25,13.33333333,28.91666667,26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278,"GRASS","PERENNIAL","GRASS"
"271","FESTUCA ARUNDINACEA","sclaudio.ar",94.75,100,68.75,78.75,-21.25,-26,4.75,26.75,0.922297147,9.306666667,16.0977261,1.415,0.208261132,167.503371,0.383552278,"GRASS","PERENNIAL","GRASS"
"272","FESTUCA HALLERI","passogavia.it",0.4,1,0.3,2,1,-0.1,1.1,13,0.1225,NA,9.9,0.101,NA,NA,0.31,"GRASS","PERENNIAL","GRASS"
"273","FESTUCA IDAHOENSIS","oreac.us",12.3,3.5,11.1,13.75,10.25,-1.2,11.45,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"274","FESTUCA IDAHOENSIS","cmss.us",13.5,5,27.5,25,20,14,6,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"275","FESTUCA IDAHOENSIS","oreaa.us",16.5,6.9,7.7,9.1,2.2,-8.8,11,10.3118547,0.6096,NA,42.75,0.3556,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"276","FESTUCA OVINA","allmendo.ch",7.083333333,7.25,5.416666667,7.083333333,-0.166666667,-1.666666667,1.5,16.78631631,0.414347827,7.790299962,16.83674211,0.254,0.18,180.6632143,0.02,"GRASS","PERENNIAL","GRASS"
"277","FESTUCA OVINA","allmendb.ch",3.5,0.625,2.25,0.833333333,0.208333333,-1.25,1.458333333,16.78631631,0.414347827,7.790299962,16.83674211,0.254,0.18,180.6632143,0.02,"GRASS","PERENNIAL","GRASS"
"278","FESTUCA PRATENSIS","elvadrt.ee",5,5.5,6.666666667,7.333333333,1.833333333,1.666666667,0.166666667,22.6929621,0.4,9.037334647,21.47,0.233,0.091553497,289.7039134,0.217565197,"GRASS","PERENNIAL","GRASS"
"279","FESTUCA RUBRA","elvadrt.ee",1.333333333,2,3,3,1,1.666666667,-0.666666667,19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12,"GRASS","PERENNIAL","GRASS"
"280","FESTUCA RUBRA","rhijn.nl",43.33333333,36.66666667,40,25,-11.66666667,-3.333333333,-8.333333333,19.05492673,0.452958333,7.08,20.02617821,0.3048,0.233235525,348.147287,0.12,"GRASS","PERENNIAL","GRASS"
"281","FESTUCA VAGINATA","kiskun.hu",12,10.2,17.4,17.6,7.4,5.4,2,NA,1,NA,17.18213058,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"282","FESTUCA VIVIPARA","lygraint.no",1,1,3,2,1,2,-1,13.90714177,0.065,NA,11.02,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"283","FRAGARIA VESCA","elvadrt.ee",14.33333333,12.5,14,12.33333333,-0.166666667,-0.333333333,0.166666667,16.48863464,0.136111111,NA,24.4032544,0.25,0.351086957,312.2441806,0.1112,"FORB","PERENNIAL","FORB"
"284","FUMANA PROCUMBENS","kiskun.hu",7,4,6.833333333,3.25,-0.75,-0.166666667,-0.583333333,16,0.15,NA,8.22,0.28,NA,NA,NA,"FORB","PERENNIAL","FORB"
"285","GALACTIA REGULARIS","sand.us",0,4,0,16,12,0,12,NA,0.388,NA,12.733856,NA,NA,NA,NA,"LEGUME","PERENNIAL","LEGUME"
"288","GALIUM BOREALE","kernb.ca",5,0,8,0.5,0.5,3,-2.5,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,"FORB","PERENNIAL","FORB"
"289","GALIUM BOREALE","matador.ca",5,1,16.5,0,-1,11.5,-12.5,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,"FORB","PERENNIAL","FORB"
"290","GALIUM BOREALE","kernnu.ca",2,8,1,8,0,-1,1,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,"FORB","PERENNIAL","FORB"
"291","GALIUM BOREALE","brookdale.ca",6.5,6.5,1.283333333,1.333333333,-5.166666667,-5.216666667,0.05,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,"FORB","PERENNIAL","FORB"
"293","GALIUM SAXATILE","lygraint.no",1,1,3,1,0,2,-2,25.1,0.175,NA,25.08983957,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"294","GALIUM VERUM","allmendo.ch",1.416666667,1.375,1.75,0.875,-0.5,0.333333333,-0.833333333,21.6094737,0.516038889,11.75956766,17.72121934,0.7266667,0.140178711,402.3842917,0.122981034,"FORB","PERENNIAL","FORB"
"295","GALIUM VERUM","allmendb.ch",3.75,0,0.833333333,0,0,-2.916666667,2.916666667,21.6094737,0.516038889,11.75956766,17.72121934,0.7266667,0.140178711,402.3842917,0.122981034,"FORB","PERENNIAL","FORB"
"296","GAURA COCCINEA","mattheis.ca",1,2.333333333,4.333333333,3.5,1.166666667,3.333333333,-2.166666667,NA,NA,NA,14.93401246,0.47,NA,7.307967,0.345,"FORB","PERENNIAL","FORB"
"297","GAURA COCCINEA","cdpt_drt.us",0.1,0.5,2,1,0.5,1.9,-1.4,NA,NA,NA,14.93401246,0.47,NA,7.307967,0.345,"FORB","PERENNIAL","FORB"
"298","GENISTA SCORPIUS","ebro.es",15.94449267,5.190912221,14.58778689,5.560632001,0.36971978,-1.35670578,1.72642556,NA,1.5,NA,9.527159544,NA,NA,NA,NA,"SHRUB","PERENNIAL","LEGUME"
"302","GERANIUM THUNBERGII","teshio.jp",2,1,8,4.5,3.5,6,-2.5,20.22039,0.709,NA,27.52,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"303","GLOBULARIA VULGARIS","allmendb.ch",1.583333333,0.25,1.75,0.375,0.125,0.166666667,-0.041666667,NA,0.2,NA,6.892,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"304","GLOBULARIA VULGARIS","allmendo.ch",0.375,0.375,0.583333333,1.333333333,0.958333333,0.208333333,0.75,NA,0.2,NA,6.892,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"305","GLYCYRRHIZA LEPIDOTA","brookdale.ca",25.16666667,18.5,4.35,3.75,-14.75,-20.81666667,6.066666666,38.83,1.2192,NA,15.04672897,0.3048,NA,NA,NA,"LEGUME","PERENNIAL","LEGUME"
"306","GNAPHALIUM SUPINUM","passogavia.it",0.055,0.1,0.053333333,0.075,-0.025,-0.001666667,-0.023333333,22.46381487,0.0658,28.1,27.00300375,NA,NA,307.39,0.29,"FORB","PERENNIAL","FORB"
"307","GOODENIA BLACKIANA","jilpanger.au",0.5,0,0.75,0,0,0.25,-0.25,NA,0.2,NA,9.626935,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"308","GOUINIA PARAGUAYENSIS","cerrillos.ar",2.505,8.13,2.815,7.5,-0.63,0.31,-0.94,23.1,0.47,NA,19.71,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"309","GUTIERREZIA SAROTHRAE","sevblack.us",6.125,13.5,18.25,20,6.5,12.125,-5.625,18.68,0.23,12.4,9.393567894,0.4064,0.225,82.1343,0.2661,"SHRUB","PERENNIAL","FORB"
"310","GUTIERREZIA SAROTHRAE","jrnchi.us",0,1.44816085,0,2.4305556,0.98239475,0,0.98239475,18.68,0.23,12.4,9.393567894,0.4064,0.225,82.1343,0.2661,"SHRUB","PERENNIAL","FORB"
"311","GUTIERREZIA SAROTHRAE","sevmixed.us",0,1.666666667,0,1,-0.666666667,0,-0.666666667,18.68,0.23,12.4,9.393567894,0.4064,0.225,82.1343,0.2661,"SHRUB","PERENNIAL","FORB"
"312","HELICTOTRICHON PRATENSE","allmendo.ch",1.75,3.833333333,1.083333333,3.75,-0.083333333,-0.666666667,0.583333333,16.4,0.816666667,NA,14.06030769,0.79,0.669747899,85.98480816,0.1543,"GRASS","PERENNIAL","GRASS"
"313","HELICTOTRICHON PRATENSE","allmendb.ch",2.666666667,2.75,2.75,4.25,1.5,0.083333333,1.416666667,16.4,0.816666667,NA,14.06030769,0.79,0.669747899,85.98480816,0.1543,"GRASS","PERENNIAL","GRASS"
"314","HELICTOTRICHON PUBESCENS","elvadrt.ee",4,7.5,1.333333333,1.5,-6,-2.666666667,-3.333333333,24.3,0.680625,7.892636683,18.69463141,0.3,0.090296815,62.86954053,0.161264502,"GRASS","PERENNIAL","GRASS"
"315","HELICTOTRICHON VERSICOLOR","passogavia.it",0,2,0,2.5,0.5,0,0.5,18.88884001,0.14,6.081157261,11.48996431,NA,NA,77.65999999,NA,"GRASS","PERENNIAL","GRASS"
"316","HELIOPSIS HELIANTHOIDES","brookdale.ca",16.875,11,0,2,-9,-16.875,7.875,13.384,1.2745,NA,19.34129566,NA,0.155412644,61.30678286,0.38123125,"FORB","PERENNIAL","FORB"
"317","HESPEROSTIPA COMATA","mattheis.ca",16,21.25,20,21,-0.25,4,-4.25,12.21666667,0.224,6.55,5.904809091,1.353302,0.3762,35.19975,0.38,"GRASS","PERENNIAL","GRASS"
"318","HESPEROSTIPA COMATA","cdpt_drt.us",13.66666667,10.83333333,10.16666667,15.5,4.666666667,-3.5,8.166666667,12.21666667,0.224,6.55,5.904809091,1.353302,0.3762,35.19975,0.38,"GRASS","PERENNIAL","GRASS"
"319","HETEROPOGON CONTORTUS","ukulingadrt.za",11.5,9,0,6,-3,-11.5,8.5,11.22375,0.21336,4.15,9.881422925,0.254,0.371,16.75282186,0.25,"GRASS","PERENNIAL","GRASS"
"320","HETEROTHECA VILLOSA","cdpt_drt.us",0,0.3,0,0.55,0.25,0,0.25,23.73333333,0.242222222,12.65,16.53696,NA,0.252040816,52.697725,0.2195,"FORB","PERENNIAL","FORB"
"321","HILARIA JAMESII","sevmixed.us",5.4,6.925,3.314285714,0.85,-6.075,-2.085714286,-3.989285714,21.68723958,0.6096,7.6,13.95707872,0.3048,NA,140.9228,0.056,"GRAMINOID","PERENNIAL","GRASS"
"322","HIPPOCREPIS COMOSA","allmendb.ch",7.5,5.833333333,12.5,10.41666667,4.583333333,5,-0.416666667,29,0.231666667,NA,15.26545455,1.003333,NA,NA,NA,"FORB","PERENNIAL","LEGUME"
"323","HIPPOCREPIS COMOSA","allmendo.ch",6.666666667,4.166666667,5.333333333,2.833333333,-1.333333333,-1.333333333,4.44e-16,29,0.231666667,NA,15.26545455,1.003333,NA,NA,NA,"FORB","PERENNIAL","LEGUME"
"324","HOFFMANNSEGGIA DREPANOCARPA","sevblack.us",0.5,0.5,0.5,0.5,0,0,0,NA,NA,NA,16.00833991,NA,NA,12.54713,0.286,"LEGUME","PERENNIAL","LEGUME"
"325","HOLCUS LANATUS","rhijn.nl",5.333333333,5,8.4,6.666666667,1.666666667,3.066666667,-1.4,24.56210683,0.554013615,9.716666667,33.50183772,0.1016,0.210999112,311.996707,0.116666667,"GRASS","PERENNIAL","GRASS"
"326","HOLCUS LANATUS","scruzh.us",1.868274733,2.909544633,13.7898687,14.5281933,11.61864867,11.92159397,-0.3029453,24.56210683,0.554013615,9.716666667,33.50183772,0.1016,0.210999112,311.996707,0.116666667,"GRASS","PERENNIAL","GRASS"
"331","HYDROCOTYLE BONARIENSIS","marcdrt.ar",1,1.666666667,1.5,2.333333333,0.666666667,0.5,0.166666667,NA,NA,NA,27.35005333,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
