"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group"
"556","scruzl.us","LOLIUM PERENNE",-2.338968367,19.23,0.4,9.7,18.31,0.254,0.1,220.8471095,0.186794228,0.484061808,"ANNUAL","GRASS","GRASS"
"557","scruzm.us","LOLIUM PERENNE",-0.6371753,19.23,0.4,9.7,18.31,0.254,0.1,220.8471095,0.186794228,0.484061808,"ANNUAL","GRASS","GRASS"
"561","allmendo.ch","LOTUS CORNICULATUS",0.25,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,"PERENNIAL","FORB","LEGUME"
"562","yarradrt.au","LOTUS CORNICULATUS",0.193333333,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,"PERENNIAL","LEGUME","LEGUME"
"563","allmendb.ch","LOTUS CORNICULATUS",-1.500000001,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,"PERENNIAL","FORB","LEGUME"
"564","purdue.us","LOTUS CORNICULATUS",-4.25,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,"PERENNIAL","LEGUME","LEGUME"
"566","cedartrait.us","LUPINUS PERENNIS",0.4,32.9375,0.38,29.52364967,19.49355322,0.32,0.34,17.10482839,0.32,0.38748562,"PERENNIAL","FORB","LEGUME"
"578","esw.ca","MEDICAGO LUPULINA",-0.5,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,"BOTH","LEGUME","LEGUME"
"579","marcdrt.ar","MEDICAGO LUPULINA",-1,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,"BIENNIAL","FORB","LEGUME"
"580","elvadrt.ee","MEDICAGO LUPULINA",-1.000000003,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,"PERENNIAL","LEGUME","LEGUME"
"581","allmendb.ch","MEDICAGO LUPULINA",-0.75,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,"BIENNIAL","FORB","LEGUME"
"582","credom.au","MEDICAGO MINIMA",-3.75,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.3834,211.5066667,0.1565,0.331316983,"ANNUAL","FORB","LEGUME"
"583","credoj.au","MEDICAGO MINIMA",-7.833333333,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.3834,211.5066667,0.1565,0.331316983,"ANNUAL","FORB","LEGUME"
"584","kiskun.hu","MEDICAGO MINIMA",-0.08,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.3834,211.5066667,0.1565,0.331316983,"ANNUAL","FORB","LEGUME"
"588","marcdrt.ar","MELILOTUS OFFICINALIS",8,43.985,0.493,10.4,27.09343963,1.16,0.29,37.95643063,0.380689176,0.285,"BIENNIAL","FORB","LEGUME"
"597","cedartrait.us","MONARDA FISTULOSA",-2,11.29051118,0.662,17.87547,16.99988269,0.1016,0.28925,32.46391317,0.1508955,0.411046263,"PERENNIAL","FORB","FORB"
"643","matador.ca","PASCOPYRUM SMITHII",-1.666666668,26.7742,0.3225,8.191666667,18.14,1.703333333,0.5478,48.8474242,0.3298444,0.3941423,"PERENNIAL","GRASS","GRASS"
"672","teshio.jp","PHRAGMITES AUSTRALIS",-8.5,32.70171952,1.800047619,13.1,15.86350939,0.508,0.18602,322.7959115,0.126872908,0.404672131,"PERENNIAL","GRASS","GRASS"
"677","baddrt.de","PICRIS HIERACIOIDES",-4.5,24.11,0.157,12.13,18.58,1.23,0.45557832,193.765,0.118,0.554,"PERENNIAL","FORB","FORB"
"678","allmendo.ch","PIMPINELLA SAXIFRAGA",-0.499999999,21.22166667,0.445,3.322678571,20.92174997,2.42685,0.228622222,149.6596103,0.315348446,0.328183381,"PERENNIAL","FORB","FORB"
"679","allmendb.ch","PIMPINELLA SAXIFRAGA",1.416666667,21.22166667,0.445,3.322678571,20.92174997,2.42685,0.228622222,149.6596103,0.315348446,0.328183381,"PERENNIAL","FORB","FORB"
"684","allmendo.ch","PLANTAGO LANCEOLATA",0.166666667,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,"PERENNIAL","FORB","FORB"
"685","allmendb.ch","PLANTAGO LANCEOLATA",0.625,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,"PERENNIAL","FORB","FORB"
"686","yarradrt.au","PLANTAGO LANCEOLATA",-0.3,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,"PERENNIAL","FORB","FORB"
"687","scruzh.us","PLANTAGO LANCEOLATA",9.91114287,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,"ANNUAL","FORB","FORB"
"688","rhijn.nl","PLANTAGO LANCEOLATA",0.666666667,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,"PERENNIAL","FORB","FORB"
"689","baddrt.de","PLANTAGO LANCEOLATA",0.25,25.695,0.2225,23.59846931,17.59,0.57,0.502025,225.0999155,0.138912722,0.394104891,"PERENNIAL","FORB","FORB"
"705","kernnu.ca","POA PRATENSIS",-5.5,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,"PERENNIAL","GRAMINOID","GRASS"
"706","cowidrt.ca","POA PRATENSIS",2.8,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,"PERENNIAL","GRASS","GRASS"
"707","cedartrait.us","POA PRATENSIS",-1.613888889,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,"PERENNIAL","GRASS","GRASS"
"708","rhijn.nl","POA PRATENSIS",1,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,"PERENNIAL","GRASS","GRASS"
"709","kernb.ca","POA PRATENSIS",-9.58333334,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,"PERENNIAL","GRAMINOID","GRASS"
"710","cedarsav.us","POA PRATENSIS",-0.342857143,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,"PERENNIAL","GRASS","GRASS"
"711","brookdale.ca","POA PRATENSIS",4.7,13.65,0.409,6.364705882,12.16,0.254,0.196318683,102.2077615,0.295076346,0.632082184,"PERENNIAL","GRASS","GRASS"
"716","baddrt.de","POA TRIVIALIS",0.606666667,34.02187304,0.640983219,31.34075583,35.67170494,0.3048,0.173758288,601.5858444,0.167554532,0.587852808,"PERENNIAL","GRASS","GRASS"
"731","allmendo.ch","PRUNELLA VULGARIS",-4.25,16.811555,0.250255556,5.87871,23.15800111,0.254,0.294300536,223.0600732,0.161917314,0.335769284,"PERENNIAL","FORB","FORB"
"732","allmendb.ch","PRUNELLA VULGARIS",0.666666663,16.811555,0.250255556,5.87871,23.15800111,0.254,0.294300536,223.0600732,0.161917314,0.335769284,"PERENNIAL","FORB","FORB"
"733","rhijn.nl","PRUNELLA VULGARIS",1.5,16.811555,0.250255556,5.87871,23.15800111,0.254,0.294300536,223.0600732,0.161917314,0.335769284,"PERENNIAL","FORB","FORB"
"736","cdpt_drt.us","PSORALIDIUM TENUIFLORUM",-5.2,24.3,0.056,26.25,16.82,2.598333333,0.66942,34.26262715,0.426284493,0.827467108,"PERENNIAL","FORB","LEGUME"
"737","konzadrt.us","PSORALIDIUM TENUIFLORUM",4.78,24.3,0.056,26.25,16.82,2.598333333,0.66942,34.26262715,0.426284493,0.827467108,"PERENNIAL","FORB","LEGUME"
"743","elvadrt.ee","RANUNCULUS ACRIS",2.666666666,24.40250649,0.26,8.85,22.85689329,0.44,0.35099,79.42699605,0.215759509,0.652478955,"PERENNIAL","FORB","FORB"
"744","rhijn.nl","RANUNCULUS ACRIS",0.6,24.40250649,0.26,8.85,22.85689329,0.44,0.35099,79.42699605,0.215759509,0.652478955,"PERENNIAL","FORB","FORB"
"746","teshio.jp","RANUNCULUS REPENS",1,30.80309083,0.243333333,9.982096286,23.70182726,0.1524,0.412452083,217.6519817,0.133080484,0.400038348,"PERENNIAL","FORB","FORB"
"759","purdue.us","RUDBECKIA HIRTA",0,28.33854,0.48345,21.64598,20.28284683,0.254,0.2691575,119.2626432,0.134249,0.287233853,"THREE","FORB","FORB"
"761","elvadrt.ee","RUMEX ACETOSA",0,40.4730773,0.63555,9.226533422,27.38613324,0.9,0.240291458,161.1286432,0.252258472,0.799502812,"PERENNIAL","FORB","FORB"
"762","rhijn.nl","RUMEX ACETOSA",1.25,40.4730773,0.63555,9.226533422,27.38613324,0.9,0.240291458,161.1286432,0.252258472,0.799502812,"PERENNIAL","FORB","FORB"
"763","falls.au","RUMEX ACETOSELLA",-0.25,11.61,0.235714286,18.76112,30.32394073,0.902,0.262467915,69.76965918,0.147587959,0.370900975,"PERENNIAL","FORB","FORB"
"764","baddrt.de","RUMEX CRISPUS",2.5,28.64619072,0.671,3.807,27.4215048,2.915,0.17924,10.56194309,0.469710744,0.500519027,"PERENNIAL","FORB","FORB"
"773","allmendb.ch","SANGUISORBA MINOR",-1.75,19.82857143,0.340136667,13.0925861,18.63307157,0.3048,0.4611271,118.7237432,0.280697821,0.348772897,"PERENNIAL","FORB","FORB"
"784","cedartrait.us","SCHIZACHYRIUM SCOPARIUM",-1.955555554,14.4,0.15,7.8,29.88,0.3048,0.563175,71.66428973,0.290984038,0.424696844,"PERENNIAL","GRASS","GRASS"
"785","sand.us","SCHIZACHYRIUM SCOPARIUM",-6.5,14.4,0.15,7.8,29.88,0.3048,0.563175,71.66428973,0.290984038,0.424696844,"PERENNIAL","GRASS","GRASS"
"786","cedarsav.us","SCHIZACHYRIUM SCOPARIUM",-5.33928571,14.4,0.15,7.8,29.88,0.3048,0.563175,71.66428973,0.290984038,0.424696844,"PERENNIAL","GRASS","GRASS"
"821","brookdale.ca","SOLIDAGO CANADENSIS",-2.5,15.13338959,0.485,5.2,14.07665001,0.3048,0.486273328,17.1911586,0.085770833,0.31,"PERENNIAL","FORB","FORB"
"822","purdue.us","SOLIDAGO CANADENSIS",-15.875,15.13338959,0.485,5.2,14.07665001,0.3048,0.486273328,17.1911586,0.085770833,0.31,"PERENNIAL","FORB","FORB"
"823","esw.ca","SOLIDAGO CANADENSIS",-14.66666667,15.13338959,0.485,5.2,14.07665001,0.3048,0.486273328,17.1911586,0.085770833,0.31,"PERENNIAL","FORB","FORB"
"824","baddrt.de","SOLIDAGO CANADENSIS",4.2,15.13338959,0.485,5.2,14.07665001,0.3048,0.486273328,17.1911586,0.085770833,0.31,"PERENNIAL","FORB","FORB"
"826","cedartrait.us","SOLIDAGO NEMORALIS",-4.85714286,15.47778333,0.57,5.2,12.76442277,0.3048,0.369872222,208.2087011,0.17795925,0.270183504,"PERENNIAL","FORB","FORB"
"827","brookdale.ca","SOLIDAGO RIGIDA",-1,14.59,0.598,5.2,10.23214847,0.3048,0.34,35.33592984,0.215521046,0.482373411,"PERENNIAL","FORB","FORB"
"828","cedartrait.us","SOLIDAGO RIGIDA",-7.66666667,14.59,0.598,5.2,10.23214847,0.3048,0.34,35.33592984,0.215521046,0.482373411,"PERENNIAL","FORB","FORB"
"839","konzadrt.us","SORGHASTRUM NUTANS",8.416666667,9,0.263333334,12.414309,29.61,0.6096,0.5351,106.1696388,0.244891,0.445328557,"PERENNIAL","GRASS","GRASS"
"840","cedartrait.us","SORGHASTRUM NUTANS",-13.9,9,0.263333334,12.414309,29.61,0.6096,0.5351,106.1696388,0.244891,0.445328557,"PERENNIAL","GRASS","GRASS"
"841","cedarsav.us","SORGHASTRUM NUTANS",18.8,9,0.263333334,12.414309,29.61,0.6096,0.5351,106.1696388,0.244891,0.445328557,"PERENNIAL","GRASS","GRASS"
"849","cdpt_drt.us","SPOROBOLUS CRYPTANDRUS",4.125,17.56,0.352,27.8335825,23.90754717,0.4572,0.219983333,22.63833333,0.476,0.324,"PERENNIAL","GRASS","GRASS"
"856","biddulph.ca","STIPA COMATA",0,20.1,0.9144,15.9,16.95,0.4064,0.2,79.18825345,0.33136934,0.4745,"PERENNIAL","GRAMINOID","GRASS"
"881","cedartrait.us","TARAXACUM CAMPYLODES",4.916666667,28.3472693,0.044,10.73618,30.37717515,0.1524,0.292,213.1,0.253916667,0.339040609,"PERENNIAL","FORB","FORB"
"900","mattheis.ca","TRAGOPOGON DUBIUS",-2.8,30.29,0.1925,6.75,19.99,0.1524,0.6475,58.4594469,0.226936116,0.490096133,"PERENNIAL","FORB","FORB"
"901","cdpt_drt.us","TRAGOPOGON DUBIUS",0.6,30.29,0.1925,6.75,19.99,0.1524,0.6475,58.4594469,0.226936116,0.490096133,"ANNUAL","FORB","FORB"
"902","matador.ca","TRAGOPOGON DUBIUS",-1.5,30.29,0.1925,6.75,19.99,0.1524,0.6475,58.4594469,0.226936116,0.490096133,"BIENNIAL","FORB","FORB"
"910","allmendb.ch","TRIFOLIUM PRATENSE",-0.25,40.4444317,0.26475,14,18.1925463,0.3048,0.256183381,0.134204546,0.124475,0.235814682,"PERENNIAL","FORB","LEGUME"
"911","rhijn.nl","TRIFOLIUM PRATENSE",0,40.4444317,0.26475,14,18.1925463,0.3048,0.256183381,0.134204546,0.124475,0.235814682,"PERENNIAL","LEGUME","LEGUME"
"912","esw.ca","TRIFOLIUM PRATENSE",7.99999999,40.4444317,0.26475,14,18.1925463,0.3048,0.256183381,0.134204546,0.124475,0.235814682,"PERENNIAL","LEGUME","LEGUME"
"913","elvadrt.ee","TRIFOLIUM REPENS",-13,33.84977,0.198333333,17.69090909,32.58529583,0.3048,0.263218929,64.58137829,0.0525,0.220098395,"PERENNIAL","LEGUME","LEGUME"
"914","teshio.jp","TRIFOLIUM REPENS",-0.666666667,33.84977,0.198333333,17.69090909,32.58529583,0.3048,0.263218929,64.58137829,0.0525,0.220098395,"PERENNIAL","LEGUME","LEGUME"
"927","elvadrt.ee","VERONICA CHAMAEDRYS",0.5,25.804,0.234,10.00287923,30.84289646,0.34,0.149373333,349.9700698,0.114461321,0.51690363,"PERENNIAL","FORB","FORB"
"928","rhijn.nl","VERONICA CHAMAEDRYS",-5.000000003,25.804,0.234,10.00287923,30.84289646,0.34,0.149373333,349.9700698,0.114461321,0.51690363,"PERENNIAL","FORB","FORB"
"934","elvadrt.ee","VICIA CRACCA",-1.333333333,41.79727454,0.879038889,24.42381,24.95250441,0.3048,0.463024976,41.43187551,0.1491,0.455432042,"PERENNIAL","LEGUME","LEGUME"
"935","cowidrt.ca","VICIA HIRSUTA",0.65,43.2098,0.4375,28.02801,22.05714286,0.66,0.2074,87.90712843,0.3375,0.379385142,"ANNUAL","FORB","LEGUME"
"936","scruzm.us","VICIA SATIVA",-1.492047983,54.71597209,0.7509,3.5,28.89142857,0.3048,0.222666667,60.47073255,0.430769231,0.290205238,"ANNUAL","FORB","LEGUME"
"937","cowidrt.ca","VICIA SATIVA",1.15,54.71597209,0.7509,3.5,28.89142857,0.3048,0.222666667,60.47073255,0.430769231,0.290205238,"ANNUAL","FORB","LEGUME"
"947","jilpanger.au","VULPIA MYUROS",-0.5,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.19,268.91,0.044,0.525276179,"ANNUAL","GRASS","GRASS"
"948","scruzl.us","VULPIA MYUROS",-8.82967493,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.19,268.91,0.044,0.525276179,"ANNUAL","GRASS","GRASS"
"949","scruzh.us","VULPIA MYUROS",-54.15358008,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.19,268.91,0.044,0.525276179,"ANNUAL","GRASS","GRASS"
"950","baddrt.de","VULPIA MYUROS",-79.47619048,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.19,268.91,0.044,0.525276179,"ANNUAL","GRASS","GRASS"
